id,artist_names,track_name,source,key,mode,time_signature,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo,duration_ms,weeks_on_chart,streams
1haJsMtoBhHfvuM7XWuT3W,"Junior H, Peso Pluma",El Azul,WEA Latina,A,Minor,3 beats,0.558,0.648,0.055,0.226,7.76e-06,0.0986,0.844,-7.081,143.876,187226,36,494204874
1hg3RlqFZXJb5YgRoK9qmF,Pop Smoke,Gangstas,Victor Victor Worldwide,E,Minor,5 beats,0.548,0.506,0.102,0.203,0.0001,0.0788,0.557,-7.434,119.987,160000,2,14287592
1hjRhYpWyqDpPahmSlUTlc,Taylor Swift,Style (Taylor's Version),Taylor Swift,D,Major,4 beats,0.575,0.824,0.038,0.000418,0.0214,0.0901,0.292,-4.823,94.971,231000,4,69804936
1hoLUVBx0ixX3kn0EX0P5n,"Juju, Loredana, Miksu / Macloud",Kein Wort,JINX,F#/Gb,Minor,4 beats,0.746,0.592,0.0914,0.462,1.17e-05,0.187,0.629,-6.861,160.065,162094,3,21111742
1hvpDAxZPKjKztOc72sv06,Band Aid,Do They Know It's Christmas? - 1984 Version,EMI,C,Major,4 beats,0.599,0.642,0.0363,0.164,3.33e-05,0.0992,0.349,-6.936,115.412,222533,6,47205130
1hy6kKvsPbv7VTcllCuATC,Meghan Trainor,I'll Be Home,Epic,D,Major,4 beats,0.514,0.362,0.0263,0.303,9.3e-06,0.104,0.301,-7.758,84.767,219440,3,18094127
1hz7SRTGUNAtIQ46qiNv2p,"Tyler, The Creator","GONE, GONE / THANK YOU",Columbia,A#/Bb,Minor,4 beats,0.518,0.492,0.193,0.216,0.0012,0.146,0.471,-8.436,78.848,375387,1,7982613
1i4F583d9v9RabcfOlKKVL,Ed Sheeran,Love In Slow Motion,Atlantic Records UK,C#/Db,Major,4 beats,0.485,0.54,0.0253,0.668,0.0,0.0849,0.426,-5.4,62.631,190933,1,5620753
1i9lZvlaDdWDPyXEE95aiq,"Travis Scott, SZA, Future",TELEKINESIS (feat. SZA & Future),Cactus Jack/Epic,F,Minor,4 beats,0.458,0.535,0.0281,0.575,0.0,0.168,0.216,-4.854,82.826,353755,11,134164423
1iAyJBksvAI6DQEnzv8l1E,"Robin Schulz, KIDDO",All We Got (feat. KIDDO),WM Germany,E,Major,4 beats,0.504,0.76,0.0426,0.286,0.0,0.151,0.64,-4.246,183.933,190218,12,16649763
1iLbUmb2b2btyAAcQ68a1p,"Bizarrap, Milo j","Milo J: Bzrp Music Sessions, Vol. 57",DALE PLAY Records,E,Minor,4 beats,0.795,0.553,0.244,0.527,2.84e-06,0.112,0.739,-8.496,124.109,192288,5,71613526
1iQDltZqI7BXnHrFy4Qo1k,"SHAED, ZAYN",Trampoline (with ZAYN),Photo Finish Records,G,Minor,4 beats,0.619,0.459,0.0334,0.56,0.0,0.137,0.498,-5.782,126.803,184280,15,142618112
1iSZPndzmY6NvL1jAtIvY1,Drake,I'm Upset,Cash Money/Drake LP6,B,Minor,4 beats,0.899,0.587,0.338,0.279,0.0,0.0835,0.49,-7.866,149.993,214467,8,57998452
1iSqfoUFnQwV0QW1EfUit8,YNW Melly,Suicidal,P2019,A,Minor,4 beats,0.735,0.369,0.0688,0.334,0.0,0.126,0.235,-9.682,140.004,222997,21,189223292
1iWHabUgUuuKLBa0TzTHfk,"ZAYN, Zhavia","A Whole New World (End Title) - From ""Aladdin""",Walt Disney Records,D,Major,4 beats,0.302,0.414,0.0319,0.0575,0.0,0.0861,0.105,-8.16,110.508,242956,12,85313383
1icgLGTpX2fQXKRe4D7w2b,"¥$, Kanye West, Ty Dolla $ign",BACK TO ME,Ye,C#/Db,Major,4 beats,0.809,0.788,0.0889,0.00108,0.0,0.0625,0.344,-7.217,95.637,295472,2,30865202
1is8gU4RVcN4J8xItxWoOY,Clinton Kane,I GUESS I'M IN LOVE,Columbia,C,Major,4 beats,0.422,0.34,0.0351,0.877,1.77e-05,0.149,0.223,-6.577,77.213,204094,13,97754402
1j4kHkkpqZRBwE0A4CN4Yv,"ZAYN, Sia",Dusk Till Dawn (feat. Sia) - Radio Edit,RCA Records Label,B,Minor,4 beats,0.259,0.437,0.0386,0.102,1.32e-06,0.106,0.0951,-6.589,180.042,239000,41,494566732
1j6xOGusnyXq3l6IryKF3G,"Piso 21, Manuel Turizo",Déjala Que Vuelva (feat. Manuel Turizo),WM Mexico,C#/Db,Major,4 beats,0.681,0.788,0.0785,0.0482,0.0,0.0753,0.839,-4.323,170.019,220117,40,68673423
1jDbQz6tr52WgScCTXMnaN,Lil Uzi Vert,POP,Generation Now/Atlantic,C#/Db,Minor,4 beats,0.741,0.599,0.419,0.00961,0.0,0.785,0.276,-6.672,139.891,227474,1,10484727
1jHgfC8T5KxUyC5Ldw6lk9,Leo Santana,Zona De Perigo,Universal Music Ltda.,F,Major,4 beats,0.805,0.767,0.0349,0.748,1.66e-05,0.35,0.97,-5.612,135.06,142152,5,67078776
1jIMjbzcGCcCQn5iMu9CUc,Charlie Puth,That's Hilarious,Atlantic Records,F#/Gb,Major,4 beats,0.714,0.442,0.0605,0.742,0.0,0.114,0.546,-5.909,108.039,146855,1,6805417
1jQsKN68yE94tMYml0wHMd,Big Sean,Jump Out The Window,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,C#/Db,Major,4 beats,0.747,0.704,0.0986,0.136,0.0,0.131,0.494,-6.743,136.936,213693,1,4485894
1jQvUmf16VE9WQCPuK2e8K,"6ix9ine, Bobby Shmurda",STOOPID (feat. Bobby Shmurda),"ScumGang Records / TenThousand Projects, LLC",B,Major,4 beats,0.733,0.63,0.395,0.13,0.0,0.162,0.832,-4.296,149.989,152000,8,63924244
1jaTQ3nqY3oAAYyCTbIvnM,Jack Harlow,WHATS POPPIN,Generation Now/Atlantic,B,Minor,4 beats,0.923,0.604,0.245,0.017,0.0,0.272,0.826,-6.671,145.062,139741,35,284306107
1jg9clsGCDqOumfS0X5xm9,Camila Cabello,Living Proof,Syco Music/Epic,G,Major,4 beats,0.735,0.514,0.082,0.109,0.0,0.359,0.517,-5.464,77.566,194440,3,15958828
1jlnBQGP2DtSEhMgQaz7a7,"Tyga, J Balvin, Chris Brown",Haute (feat. J Balvin & Chris Brown),Last Kings Music / EMPIRE,A,Major,4 beats,0.946,0.723,0.114,0.0778,0.0,0.0608,0.349,-3.692,102.956,160877,2,12203291
1jo3TwNGCXfNdB5uba3ZVv,Eminem,Killshot,Aftermath,C,Minor,4 beats,0.893,0.651,0.367,0.0995,0.0,0.371,0.6,-8.647,105.835,253580,9,67828856
1k1Bqnv2R0uJXQN4u6LKYt,Bill Withers,Ain't No Sunshine,Columbia/Legacy,E,Minor,4 beats,0.527,0.415,0.122,0.457,1.72e-05,0.117,0.515,-11.451,78.169,125093,1,8230254
1k1CJlU1eAEpAbNK0TVeKD,"Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez",Que Mas Pues - Remix,Rich Music/Ingrooves Records,B,Major,5 beats,0.648,0.661,0.195,0.121,2.33e-06,0.12,0.813,-5.027,113.363,305962,1,4683996
1kBMIYqe0ILRUJZ7K2PV0k,Juice WRLD,Cigarettes,Grade A Productions/Interscope Records,D,Major,4 beats,0.587,0.614,0.0435,0.0306,0.0,0.399,0.451,-6.344,160.075,227527,4,5536166
1kBbgxAUc4HQv7cgIayIDH,Lil Tecca,Ransom,Republic Records,G,Minor,4 beats,0.745,0.642,0.287,0.0204,0.0,0.0658,0.226,-6.257,179.974,131280,13,196855318
1kK6DwzyXJSp58u5HYWwuD,"YG, Tyga, Jon Z","Go Loko (feat. Tyga, Jon Z)",Def Jam Recordings,D,Major,4 beats,0.88,0.67,0.0468,0.325,4.17e-06,0.0662,0.131,-5.177,101.008,299227,20,139610813
1kKYjjfNYxE0YYgLa7vgVY,"Kygo, Whitney Houston",Higher Love,Kygo,G#/Ab,Major,4 beats,0.693,0.678,0.0324,0.0151,5.71e-06,0.101,0.404,-7.159,103.952,228267,58,52720555
1kMUGCt7XLDc5Q64Vl0H8S,"Residente, Bad Bunny",Bellacoso,5020 Records,B,Minor,4 beats,0.774,0.851,0.255,0.0651,0.0,0.0568,0.695,-2.795,180.086,257865,7,41272852
1kaxyXcAi5ZHF3Q94QXsHK,Lil Wayne,Demon,"Young Money Records, Inc.",E,Minor,4 beats,0.754,0.615,0.171,0.275,0.0,0.13,0.349,-5.346,140.036,214314,1,5191797
1kjs5eR4DMzyB0gm1Z8waV,Trueno,DANCE CRIP,©️ Ⓟ 2022 Sur Capital Records (por Tierra Agencia),C,Major,4 beats,0.857,0.766,0.0978,0.108,0.0,0.0817,0.864,-3.699,106.024,165019,10,72033746
1klq7dgG1Pz0ijci5Pmae1,Stray Kids,CASE 143,Republic Records - Stray Kids,C#/Db,Minor,4 beats,0.801,0.885,0.237,0.0935,0.0,0.0223,0.646,-2.627,100.073,191965,1,8198221
1kqH58eGh2ZTOHwqBIB2tM,"Mesita, Nicki Nicole, Tiago PZK, Emilia",Una Foto Remix (feat. Emilia),Mesita,F#/Gb,Major,4 beats,0.76,0.703,0.0631,0.313,0.0,0.0784,0.739,-3.667,96.033,243899,9,106778323
1kuGVB7EU95pJObxwvfwKS,Olivia Rodrigo,vampire,Olivia Rodrigo PS,F,Major,4 beats,0.511,0.532,0.0578,0.177,0.0,0.291,0.35,-5.745,138.005,219724,37,513053399
1kwnxJNVl7cwcU98RvMBaR,Mac Miller,Surf,Warner Records,C#/Db,Minor,4 beats,0.828,0.182,0.166,0.754,0.0706,0.15,0.231,-13.066,147.279,330507,1,6960699
1l9G7M8gNyQsgOGWZGoQsT,Lady Gaga,Look What I Found,A Star is Born OST,C#/Db,Minor,4 beats,0.849,0.493,0.0417,0.456,0.000463,0.133,0.447,-4.1,97.012,175240,1,4461695
1lCRw5FEZ1gPDNPzy1K4zW,Queen,We Are The Champions - Remastered 2011,EMI,A#/Bb,Major,4 beats,0.268,0.459,0.0346,0.378,0.0,0.118,0.175,-6.94,64.177,179200,3,13433114
1lGHa2pwYzxQHFBUynhLtO,DaBaby,FIND MY WAY,South Coast Music Group/Interscope Records,E,Minor,4 beats,0.836,0.624,0.184,0.187,0.0,0.138,0.7,-6.75,103.0,139890,2,21834743
1lItf5ZXJc1by9SbPeljFd,"Zay Hilfigerrr, Zayion McCall",Juju on That Beat (TZ Anthem),"Tha Lights Global, INC/Atlantic Recording Corp",C#/Db,Major,4 beats,0.807,0.887,0.275,0.00381,0.0,0.391,0.78,-3.892,160.517,144244,6,23632275
1lO9CZo6eDrOy0S7khgryG,"Eminem, Don Toliver",No Regrets (feat. Don Toliver),Shady/Aftermath/Interscope Records,A,Major,4 beats,0.756,0.747,0.046,0.0048,0.00536,0.588,0.0687,-5.407,134.935,200947,1,9493884
1lOe9qE0vR9zwWQAOk6CoO,Lil Tecca,Ransom,Republic Records,G,Minor,4 beats,0.745,0.642,0.287,0.0204,0.0,0.0658,0.226,-6.257,179.974,131240,60,326794641
1lRtH4FszTrwwlK5gTSbXO,"Natanael Cano, Peso Pluma, Gabito Ballesteros",AMG,WEA Latina,B,Minor,3 beats,0.772,0.73,0.0972,0.152,0.000107,0.274,0.786,-6.657,136.175,174943,25,405459984
1lWWoec2z1j88GRblI5anV,Måneskin,ZITTI E BUONI,RCA Records Label,E,Minor,4 beats,0.62,0.944,0.0863,0.0014,0.0,0.733,0.592,-3.082,103.024,192655,1,5604894
1lXQskY1Op1KzFG4GVcVpe,"NATTI NATASHA, Ozuna",Criminal,Pina Records,D,Minor,4 beats,0.822,0.794,0.0689,0.0416,6.02e-05,0.139,0.837,-3.821,79.983,232699,46,3856488
1le5DusoKra9I92ExgBWYK,Bazzi,Beautiful,iamcosmic,D,Major,4 beats,0.666,0.677,0.0326,0.214,0.0,0.0979,0.178,-5.743,100.014,178242,6,4825176
1lntL1cI2UIWlxjL5QiN8g,Lauv,The Other,Lauv,G,Major,4 beats,0.38,0.553,0.0653,0.421,2.63e-06,0.0788,0.384,-6.621,179.629,189333,14,56820141
1louJpMmzEicAn7lzDalPW,"Cheat Codes, Demi Lovato",No Promises (feat. Demi Lovato),Parlophone UK,A#/Bb,Major,4 beats,0.741,0.667,0.134,0.0575,0.0,0.106,0.595,-5.445,112.956,223504,41,320021915
1lsBTdE6MGsKeZCD6llNu7,"Charlie Puth, Kehlani",Done for Me (feat. Kehlani),Artist Partner,F#/Gb,Minor,4 beats,0.856,0.632,0.074,0.193,0.0,0.0688,0.697,-3.692,112.009,180493,11,39857216
1lxswgIpzV6HhENRvkflES,"Farruko, Ky-Mani Marley",Chillax (feat. Ky-Mani Marley),Sony Music Latin,C#/Db,Minor,4 beats,0.827,0.646,0.0766,0.0724,0.0,0.247,0.512,-4.727,92.057,197840,9,27259259
1m0UFnuTktOkksvjbF9z0m,Vegedream,Ramenez la coupe à la maison,Universal Music Division Island Def Jam,C,Minor,4 beats,0.808,0.661,0.0395,0.0358,0.0,0.138,0.804,-6.237,107.992,235556,6,44744021
1m69ELEgE6k5ZWsap40ozt,Ozuna,Se Preparó,VP Records Corp/Dimelo Vi,C#/Db,Major,4 beats,0.739,0.821,0.0852,0.222,9.6e-06,0.311,0.693,-4.233,171.077,188080,37,279060284
1m6lqaLvUTxPjOo98fJH8U,"Metro Boomin, 21 Savage",Don't Come Out The House (with 21 Savage),Republic Records,C#/Db,Major,4 beats,0.87,0.35,0.277,0.00661,0.000483,0.108,0.175,-6.082,74.963,168347,2,15689366
1mCsF9Tw4AkIZOjvZbZZdT,Matthew Wilder,Break My Stride,Legacy Recordings,A#/Bb,Major,4 beats,0.917,0.588,0.0607,0.195,0.0,0.0914,0.828,-11.047,110.077,184480,3,18233325
1mF6sMUsRU9MisrdB9qWvg,"Dalex, Sech",Mejor,Rich Music,D,Major,4 beats,0.524,0.577,0.18,0.185,0.0,0.103,0.19,-4.501,175.396,201361,1,4851895
1mFpMoeZfkIqtqW2AfQ8ba,BLACKPINK,THE GIRLS - BLACKPINK THE GAME OST,YG Entertainment/Interscope Records,D,Major,4 beats,0.715,0.738,0.0577,0.00199,0.0,0.208,0.36,-4.42,160.07,162000,2,20073573
1mH6tZC6iXIHPI6EixCwxw,Wizzard,I Wish It Could Be Christmas Everyday,Parlophone UK,A,Major,4 beats,0.383,0.914,0.0515,0.00422,1.4e-05,0.444,0.528,-6.43,139.955,278947,4,28628938
1mSdbey7RstGLY2udgXv74,"Wizkid, Justin Bieber, Tems",Essence (feat. Justin Bieber & Tems),Starboy/RCA Records,C,Major,4 beats,0.835,0.691,0.113,0.0159,1.44e-05,0.108,0.581,-5.828,103.999,263289,1,5332786
1mSviQV9iQnGSRyvTIuxAj,"Alvaro Diaz, Rauw Alejandro",Problemón,"UMG Recordings, Inc./Universal Music Latino",A#/Bb,Major,4 beats,0.706,0.739,0.0586,0.266,2.62e-05,0.126,0.371,-3.753,91.906,192613,8,47746154
1mT47pKLXUwPYGwB91GcNz,"KAROL G, Maluma",Créeme,UMLE - Latino,F#/Gb,Major,4 beats,0.715,0.872,0.0547,0.154,0.000146,0.11,0.682,-3.501,96.939,212493,19,104018594
1mWdTewIgB3gtBM3TOSFhB,BTS,Butter,BIGHIT MUSIC,G#/Ab,Major,4 beats,0.759,0.459,0.0948,0.00323,0.0,0.0906,0.695,-5.187,109.997,164442,55,201809786
1mXVgsBdtIVeCLJnSnmtdV,Sam Smith,Too Good At Goodbyes,Capitol,F,Major,4 beats,0.681,0.372,0.0432,0.64,0.0,0.169,0.476,-8.237,91.873,201000,117,780246421
1mauYRwbpoGQX6itP2FAJC,"Nicky Jam, Romeo Santos",Fan de Tus Fotos,Sony Music Latin,G,Major,4 beats,0.728,0.689,0.0725,0.293,1.26e-05,0.109,0.431,-5.718,170.089,197647,11,57649659
1mdJ39D1lrR3aWIOhgeNaE,"Capital Bra, Samra",Wir ticken,Bra Musik,G,Minor,4 beats,0.63,0.692,0.427,0.275,0.0,0.167,0.82,-4.951,179.877,203067,2,14135864
1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,Parlophone UK,F,Minor,4 beats,0.486,0.617,0.0287,0.0954,3.23e-06,0.109,0.417,-7.115,138.015,242373,81,807262887
1mjAD7IYvI5UGiB7WnppMf,Drake,BBL Love - Interlude,OVO/Republic,E,Major,4 beats,0.502,0.391,0.0428,0.845,0.0,0.112,0.574,-9.013,132.819,161364,1,9127446
1mmAqhLcvPrknbslMiDlyU,Shawn Mendes,Particular Taste,Island Records,A,Major,4 beats,0.967,0.352,0.122,0.0378,0.000121,0.0676,0.612,-7.122,111.982,175573,1,5012586
1mohfLaTJtB2RplHLQVM70,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",La Jeepeta - Remix,"2020 Flow La Movie, Inc. | Powered by GLAD Empire, LLC",E,Minor,4 beats,0.815,0.715,0.207,0.3,4.83e-06,0.091,0.786,-4.65,176.007,345241,10,111620242
1mpD5Q8IM32I4bF6eCpU74,Khalid,Up All Night,"Right Hand Music Group, LLC/RCA Records",C#/Db,Major,4 beats,0.665,0.712,0.0527,0.00103,0.00333,0.102,0.669,-7.536,93.992,157220,9,63986391
1mqlc0vEP9mU1kZgTi6LIQ,"Earth, Wind & Fire",September,Columbia/Legacy,A,Major,4 beats,0.693,0.911,0.0305,0.183,0.000107,0.3,0.982,-3.691,125.895,216520,3,13595049
1mrGEef8GuaEnDdw8J5BQp,"Bizarrap, Anuel AA","Anuel AA: Bzrp Music Sessions, Vol. 46",DALE PLAY Records,G#/Ab,Minor,1,0.405,0.837,0.294,0.347,0.0,0.0901,0.655,-4.188,74.966,201507,1,7812734
1msEuwSBneBKpVCZQcFTsU,Taylor Swift,Forever & Always (Taylor’s Version),Taylor Swift,A#/Bb,Major,4 beats,0.598,0.821,0.0447,0.0231,0.0,0.143,0.673,-4.433,128.03,225328,1,6566059
1mw0RgNXIpYRyyCdBQbLgA,Harry Styles,Love Of My Life,Columbia,G,Major,4 beats,0.555,0.536,0.0452,0.669,0.0,0.0623,0.203,-8.233,118.057,191638,7,76372309
1n4jwRVXdkK2U34nBDUKKT,Kendrick Lamar,BLOOD.,Aftermath,G#/Ab,Minor,4 beats,0.357,0.238,0.265,0.142,0.0859,0.55,0.494,-16.78,156.907,118067,3,22745353
1nH2PkJL1XoUq8oE6tBZoU,The Weeknd,Sacrifice,XO / Republic Records,B,Minor,4 beats,0.735,0.795,0.113,0.0296,3.18e-05,0.0678,0.905,-6.523,122.0,188918,11,138231128
1nO2NjuFkGaAWcMdJ1pNrp,"A$AP Rocky, Gucci Mane, 21 Savage, London On Da Track",Cocky (feat. London On Da Track),RCA Records Label,F,Major,4 beats,0.797,0.633,0.238,0.223,0.0,0.109,0.577,-4.815,156.015,232413,1,3823251
1nO67wic65N413c11zKxM7,Avicii,Silhouettes - Original Radio Edit,Universal Music AB,F,Minor,4 beats,0.605,0.8,0.0545,0.155,0.0562,0.121,0.836,-6.235,128.074,211880,1,4263880
1nX9KhK3Fff27SnrIor2Yb,"2 Chainz, Travis Scott",4 AM,2Chainz PS/Def Jam,C#/Db,Major,4 beats,0.796,0.5,0.425,0.118,0.0,0.155,0.227,-7.21,75.012,255560,12,53285426
1nXZnTALNXiPlvXotqHm66,"Tyler, The Creator",A BOY IS A GUN*,Columbia,D,Minor,4 beats,0.417,0.689,0.178,0.575,0.0,0.496,0.505,-8.302,79.568,210253,1,9564983
1nYeVF5vIBxMxfPoL0SIWg,Dua Lipa,Hallucinate,Warner Records,A#/Bb,Minor,4 beats,0.627,0.69,0.139,0.033,0.0,0.0742,0.627,-5.396,122.053,208505,4,22804493
1nYzjrdVQ8RpF93M0jPFW7,Sara Kays,Remember That Night?,P2021,G,Minor,4 beats,0.679,0.61,0.0305,0.585,9.51e-05,0.156,0.554,-10.936,123.978,227186,5,25298097
1nahzW3kfMuwReTka28tH5,Justin Bieber,Hold On,RBMG/Def Jam,C#/Db,Minor,4 beats,0.658,0.634,0.0431,0.0104,0.0,0.12,0.302,-6.068,140.002,170813,32,317676850
1ndyl3wJCFs872XZ3ztPk6,"Justin Quiles, NATTI NATASHA, Farruko, Lenny Tavárez, Dalex, Zion","DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",WEA Latina,D#/Eb,Minor,4 beats,0.743,0.709,0.0879,0.0451,5.18e-06,0.0809,0.831,-3.922,170.001,258600,21,119781316
1nfyE13arjOuO54HH0zmqj,Manuel Turizo,Esperándote,Sony Music Latin/La Industria,G,Major,4 beats,0.697,0.648,0.128,0.425,0.0,0.191,0.313,-7.123,186.125,199813,17,86049012
1nltpRhEiXikwDlVn4UADk,"Post Malone, The Weeknd",One Right Now (with The Weeknd),Mercury Records/Republic Records,C#/Db,Major,4 beats,0.682,0.764,0.0477,0.0363,0.0,0.103,0.701,-5.411,97.023,192721,34,31025716
1nocRtwyNPVtGcIJqfgdzZ,"Camilo, Pedro Capó",Tutu,Sony Music Latin,A,Major,4 beats,0.731,0.832,0.0503,0.273,0.0,0.0665,0.94,-2.592,146.013,178613,29,252123145
1oFAF1hdPOickyHgbuRjyX,"The Weeknd, Ariana Grande",Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,XO / Republic Records,C,Major,4 beats,0.65,0.825,0.0325,0.0215,2.44e-05,0.0936,0.593,-4.645,118.091,191014,106,465444924
1oJ8EDr2pv94IvSd6ZmDgo,"6ix9ine, Kanye West, Nicki Minaj",MAMA (feat. Nicki Minaj & Kanye West),"ScumGang Records / TenThousand Projects, LLC",C#/Db,Major,3 beats,0.761,0.672,0.212,0.0893,9.77e-06,0.14,0.437,-5.887,160.077,192405,6,42748680
1oOEkBNp4zWnkD7nWjJdog,J. Cole,Snow On Tha Bluff,"Dreamville, Inc., Under exclusive license to Roc Nation Records",G#/Ab,Minor,4 beats,0.586,0.512,0.0668,0.723,0.0002,0.119,0.235,-8.819,75.857,235480,1,5060764
1oUudyBYVGMIC8JXeIsFzq,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Travis Scott",CLOSE (feat. Travis Scott) - From SR3MM,Mike WiLL Made-It,C,Major,4 beats,0.691,0.736,0.0321,0.104,0.0,0.111,0.0395,-4.993,140.034,193510,2,6043525
1oWkcc7hQdVYPQMyQ6AFov,Natanael Cano,Mi Bello Angel,WEA Latina,A,Minor,3 beats,0.811,0.771,0.0461,0.00551,0.0,0.0932,0.903,-5.956,127.888,190667,7,61220540
1oc3jna2ablnfIKLYbKujl,Olly Alexander (Years & Years),If You're Over Me,Polydor Records,G#/Ab,Major,4 beats,0.67,0.853,0.0884,0.0622,0.0,0.0602,0.615,-4.515,103.843,189000,12,42027585
1oc92BMKYkNxK17C2GtyRM,Polo G,Distraction,Columbia,B,Major,4 beats,0.713,0.689,0.255,0.16,0.0,0.136,0.63,-5.99,156.934,171319,1,7434823
1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,"Miserable Music Group, LLC",D,Minor,4 beats,0.508,0.43,0.0335,0.83,0.000441,0.093,0.324,-9.475,130.09,212954,48,946941612
1ojBtNRMzjL7ptLPZCzfRz,"Kevin Gates, Juicy J",Thinking with My Dick (feat. Juicy J),Bread Winners' Association/Atlantic,C,Major,4 beats,0.77,0.699,0.199,0.0596,1.65e-05,0.17,0.696,-6.59,81.003,165315,2,12404547
1onfcprzpSGh2LqrBh17AA,The xx,Lips,Young,C#/Db,Major,4 beats,0.523,0.591,0.0543,0.494,0.511,0.0788,0.195,-8.772,173.94,200627,1,2705104
1orjH4IkSH9VrWmRCToKV8,NLE Choppa,Shotta Flow 5,Warner Records,C#/Db,Major,4 beats,0.806,0.749,0.328,0.0838,0.0,0.0621,0.77,-5.268,140.032,145167,2,10681320
1p1SbqeipOd4ezKUpxqaz6,Sam Smith,"Baby, You Make Me Crazy",Capitol,F,Minor,4 beats,0.513,0.648,0.0994,0.00739,4.87e-05,0.176,0.497,-7.714,169.743,207966,1,5022196
1pGAvZo2axYXAXYiSeYEqY,"Tyler, The Creator, Frank Ocean, Steve Lacy",911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),Columbia,C,Major,4 beats,0.48,0.61,0.305,0.0456,0.0,0.313,0.297,-7.042,90.034,255653,1,3532557
1pJQAHpD51J7GYaFrrFO9S,"The Chainsmokers, Emily Warren",Don't Say,Disruptor Records/Columbia,F,Major,4 beats,0.567,0.464,0.0302,0.0199,9.31e-06,0.269,0.309,-9.66,99.806,228480,1,5417637
1pZdegOXTZ2ftINo3oUuRZ,Liam Payne,Bedroom Floor,Capitol Records UK / EMI,C#/Db,Major,4 beats,0.678,0.679,0.0644,0.301,0.000136,0.112,0.218,-7.093,119.977,188346,7,39065102
1pacwLXyRO47ka0v6LTIiY,"Metro Boomin, Travis Scott",Raindrops (Insane) [with Travis Scott],Republic Records,G,Minor,4 beats,0.796,0.539,0.0433,0.103,0.0,0.343,0.123,-5.974,111.988,188587,2,25369972
1pbbsI2KGPOMu0HmuGccBu,"Tyler, The Creator",WILSHIRE,Columbia,C#/Db,Major,4 beats,0.555,0.712,0.323,0.0451,5.14e-06,0.182,0.555,-7.446,78.958,515865,1,6268542
1pfgsjmxVZhoZpeDx6POKv,"Galantis, OneRepublic",Bones (feat. OneRepublic),Big Beat Records,C,Major,4 beats,0.658,0.804,0.0377,0.00463,0.0,0.178,0.508,-5.735,120.047,205793,4,21063082
1piak4R3yW4otWWyaSqyCH,"Junior H, Peso Pluma, Gabito Ballesteros",El Tsurito,WEA Latina,G#/Ab,Minor,3 beats,0.662,0.801,0.0859,0.256,0.0,0.126,0.827,-6.397,114.922,194519,3,28800890
1pqnQ41XbfKjaFu6M0eGJp,"Tainy, J Balvin",Agua (with J Balvin),NEON16/Interscope Records,G,Major,4 beats,0.76,0.658,0.275,0.162,0.0,0.195,0.565,-5.275,100.202,157944,20,201966468
1q0PYXTbDsirp2l74ng6pn,"J Balvin, Skrillex",In Da Getto,"Sueños Globales, LLC",G#/Ab,Major,4 beats,0.924,0.723,0.0466,0.0177,2.61e-05,0.113,0.643,-3.142,126.998,130667,23,132426086
1qCmZnC1FUpNgOydIzqIPC,Tones And I,Bad Child,Elektra (NEK),F#/Gb,Minor,4 beats,0.756,0.554,0.0342,0.402,0.0,0.158,0.596,-4.24,117.992,221467,1,4787180
1qDrWA6lyx8cLECdZE7TV7,"Gotye, Kimbra",Somebody That I Used To Know,Universal-Island Records Ltd.,C,Major,4 beats,0.865,0.521,0.0371,0.548,0.000115,0.0989,0.748,-6.932,129.059,244885,19,105980349
1qE8DOtw7zdXHMgZm20eLM,TWICE,The Feels,Republic Records - TWICE,A,Major,4 beats,0.808,0.903,0.0729,0.0899,0.0,0.0816,0.922,-2.179,120.044,198053,17,74769260
1qEmFfgcLObUfQm0j1W2CK,Harry Styles,Late Night Talking,Columbia,A#/Bb,Major,4 beats,0.714,0.728,0.0468,0.298,0.0,0.106,0.901,-4.595,114.996,177955,48,643040689
1qMMYpVatbRITKCfq1gasi,Future,PUFFIN ON ZOOTIEZ,Epic/Freebandz,G#/Ab,Major,4 beats,0.883,0.657,0.305,0.0603,0.0,0.128,0.284,-5.748,124.992,172933,7,52936167
1qOLh0tI7trd1zdDKxYZTe,"Hailee Steinfeld, Grey, Zedd",Starving,UME - Global Clearing House,E,Major,4 beats,0.636,0.633,0.126,0.371,0.0,0.102,0.512,-4.23,99.721,181880,35,225053949
1qrpoAMXodY6895hGKoUpA,Taylor Swift,You Belong With Me (Taylor’s Version),Taylor Swift,F#/Gb,Major,4 beats,0.632,0.773,0.0346,0.0623,0.0,0.0885,0.474,-4.856,130.033,231124,11,90728107
1qtHdSxiavDgUPZgpGqehx,Trippie Redd,!,"TenThousand Projects, LLC",F,Major,4 beats,0.725,0.543,0.0841,0.0296,0.0,0.177,0.693,-6.311,119.961,135339,1,4401357
